city,price,area,house type,rooms,bars,furniture,lift,parking,air condition
עפולה,2400000,320,וילה,7,0,1,0, פרטית - מקורה, בחדרים ובסלון
טבריה,1260000,145,דופלקס,5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
חיפה,11000000,86,דירה,3.5,0,0,0, חניה משותפת, בחדרים ובסלון
רמלה,1590000,120,דירה,4,1,1,1, פרטית - לא מקורה, מיני מרכזי
תל אביב יפו,2760000,54,דירה,2,0,0,1, אין, מיני מרכזי
נתניה ,5600000,210,פנטהאוז,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
מעלה לבונה,1250000,111,פנטהאוז,7,0,0,0, אין, אין
רחובות,1100000,50,דירה,2,0,0,0, אין, בחדרים ובסלון
קיסריה,12750000,0,וילה,6,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
מודיעין מכבים רעות,2270000,197,דירה,4,1,1,1, פרטית - מקורה, מיני מרכזי
תל אביב יפו,3450000,96,דירת גן,4,0,0,1, אין, בחדרים ובסלון
צור משה,2590000,250,דירת גן,5.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
מפלסים,2790000,500,בית פרטי,4.5,0,0,0, ברחוב, בחדרים
באר שבע,740,97,דירה,4,0,0,0, אין, בסלון
קריית ים,790000,71,דירה,3,0,1,1, רחבה ציבורית, בחדרים ובסלון
ישובי השומרון,1500000,0,בית פרטי,6,1,1,0, פרטית - מקורה, מיזוג מרכזי
איתמר,1500000,0,בית פרטי,6,1,1,0, פרטית - מקורה, מיזוג מרכזי
חיפה,1100000,70,דירה,3.5,1,1,0, פרטית - לא מקורה, בחדרים
נהריה,27000000,220,קוטג,6.5,0,0,0, פרטית - מקורה, בחדרים ובסלון
תל אביב יפו,2850000,90,דירה,1,0,0,1, אין, מיזוג מרכזי
נתניה,3200000,0,דירה,5,0,0,0, אין, אין
אשקלון,1500000,170,דירה,5,0,1,1, רחבה ציבורית, בחדרים ובסלון
אשדוד,1500000,110,דירה,4,0,0,0, פרטית - לא מקורה, מיני מרכזי
נשר,1150000,0,דירה,4,0,1,1, פרטית - מקורה, בחדרים
רמת גן,2390000,115,דירה,4.5,0,0,1, פרטית - מקורה, מיזוג מרכזי
Georgia ,700000,0,דירה,6,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
הרצליה,1580000,70,דירה,3.5,0,1,0, חניה משותפת, בחדרים ובסלון
חיפה,1350000,100,דירה,4,1,0,0, חניה משותפת, מיזוג מרכזי
רחובות,2275000,155,דירה,5.5,0,0,1, פרטית - מקורה, בחדרים ובסלון
עכו,700000,74,דירה,3,0,0,1, חניה משותפת, בסלון
קרית אונו,5250,74,דירה,3,1,1,1, אין, בחדרים ובסלון
באר שבע,850000,80,דירה,4,0,1,0, חניה משותפת, בחדרים ובסלון
גבעת זאב,4600000,600,וילה,10,1,1,1, פרטית - מקורה, בחדרים ובסלון
חולון,2300,110,דירה,4,1,1,1, חניה משותפת, מפוצל
חיפה,2400000,150,קוטג,5,1,1,0, אין, בחדרים ובסלון
חדרה,1399999,110,דירה,5,0,0,1, חניה משותפת, בחדרים ובסלון
טבריה,780000,0,דירה,3,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
נשר,1,130,דירה,5,0,0,0, אין, בחדרים ובסלון
נתניה,1690000,120,דירה,4,0,0,1, ברחוב, בחדרים ובסלון
הרצליה,2745000,100,דירה,4,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
הוד השרון,2300000,413,מגרש למגורים,1,0,0,0, אין, אין
הוד השרון,300000,120,קראוון,3,0,1,0, אין, בחדרים ובסלון
קרית אתא,1250000,200,דו משפחתי,5,1,1,0, אין, בחדרים ובסלון
רחובות,3300000,405,בית פרטי,9,0,0,0, פרטית - לא מקורה, בחדרים
טבריה,520000,60,דירה,3,0,0,0, ברחוב, בסלון
אשדוד,2250000,170,דופלקס,7,0,0,1, פרטית - מקורה, מיזוג מרכזי
אשדוד,1850000,131,דירה,4,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
עפולה,1120000,130,דירה,4,0,0,1, פרטית - לא מקורה, אין
חדרה,1300000,110,דירה,4,1,1,1, פרטית - לא מקורה, מיני מרכזי
לוד,1360000,114,דירה,4,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,2450000,120,דירה,4,1,0,1, פרטית - לא מקורה, מיני מרכזי
עופרים,1250000,100,דירת גן,4,0,0,0, ברחוב, בחדרים ובסלון
באר שבע ,1200000,147,דירה,4.5,1,1,1, פרטית - לא מקורה, מיני מרכזי
משמרות,1,160,קוטג,5.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
רמלה,1600000,143,דירה,5,1,1,1, פרטית - לא מקורה, מיני מרכזי
גני תקווה,1700000,102,דירה,3.5,1,0,0, אין, בחדרים ובסלון
חולון,1800000,53,דירה,3.5,1,1,0, פרטית - מקורה, בחדרים ובסלון
רמת השרון,3150000,140,דירת גן,6,0,0,0, ברחוב, בחדרים ובסלון
גני תקווה,2800000,145,מיני פנטהאוז,5,0,0,1, פרטית - מקורה, מיני מרכזי
טבריה,780000,100,דירה,4,0,0,1, חניה משותפת, מיזוג מרכזי
נתיבות,2000000,240,וילה,6,1,0,0, פרטית - מקורה, מפוצל
חיפה,600000,66,דירה,2.5,0,0,0, אין, בחדרים ובסלון
תל אביב יפו,3050000,66,דירה,3,0,0,1, פרטית - מקורה, מיני מרכזי
תל אביב יפו,2250000,47,דירה,2,0,0,1, פרטית - מקורה, מיני מרכזי
צפת,780000,0,דירה,4,0,0,1, חניה משותפת, מיזוג מרכזי
טבריה,1200000,170,דירה,5,1,1,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,3700000,193,פנטהאוז,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
³בת ים,3500000,125,דירת גג,5,1,1,0, פרטית - מקורה, בחדרים ובסלון
טבריה,650000,110,דירה,4,0,0,1, ברחוב, בסלון
יהוד,1700050,110,דירה,5,0,0,0, ברחוב, בחדרים ובסלון
חולון,1830000,100,דירה,4,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
רמת גן,5600000,90,דו משפחתי,4,0,0,0, אין, אין
חולון,1320000,70,דירה,3,1,1,0, ברחוב, בחדרים ובסלון
נוף הגליל,800000,0,דירה,4,1,0,0, חניה משותפת, אין
חיפה,895000,90,דירה,4,1,1,0, אין, בחדרים ובסלון
אלקנה,2000000,0,דירה,5,0,0,0, אין, אין
טירת כרמל,580000,50,דירה,3,0,1,0, ברחוב, בחדרים ובסלון
עמקה,1500,0,בית פרטי,1,0,1,0, פרטית - לא מקורה, בחדרים
אזור,1050000,43,דירה,2,0,0,0, אין, בסלון
ירושלים,6000,95,דירה,4.5,1,1,0, חניה משותפת, אין
רמת גן,3150000,111,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
מודיעין מכבים רעות,3000000,150,טריפלקס,6,1,0,0, פרטית - מקורה, מיני מרכזי
מודיעין מכבים רעות,2590000,150,טריפלקס,5,1,0,0, פרטית - לא מקורה, מיני מרכזי
מודיעין מכבים רעות,2590000,140,דופלקס,4.5,0,0,1, פרטית - מקורה, מיזוג מרכזי
מודיעין מכבים רעות,2590000,140,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
מודיעין מכבים רעות,2500000,120,דירה,4,0,0,0, פרטית - מקורה, מיזוג מרכזי
בני  עייש,1550000,95,דירת גן,5,0,0,0, פרטית - לא מקורה, בסלון
פתח תקווה,1500000,96,דירה,3.5,0,0,1, פרטית - לא מקורה, אין
טבריה,439000,74,דירה,3,1,1,0, ברחוב, בחדרים
קרית גת,1260000,95,דירה,4,0,0,1, פרטית - לא מקורה, אין
ראשון לציון,1,130,דירה,5,0,0,1, פרטית - מקורה, אין
טירת כרמל,17000000,130,דירה,5,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
ירושלים,2500000,106,דירה,6,1,0,0, אין, אין
כפר תבור,1550000,130,קוטג,6,0,0,0, פרטית - מקורה, בחדרים ובסלון
תלאביב יפו,4500,75,דירה,3,1,0,0, אין, בחדרים ובסלון
נתניה,4800,108,דירה,5,0,1,1, פרטית - מקורה, בחדרים ובסלון
הרצליה,2300000,85,דירת גג,4.5,0,1,1, פרטית - מקורה, אין
לוד,980000,64,דירה,3,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
קיסריה,2750000,155,דו משפחתי,5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,980000,86,דירה,4,1,1,0, ברחוב, בחדרים ובסלון
אשדוד,920000,58,דירה,2,1,0,0, חניה משותפת, בחדרים ובסלון
תל אביב יפו,1600000,86,דירה,2.5,1,0,0, רחבה ציבורית, בסלון
בית אריה,2050000,160,בית פרטי,5,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,95000,300,מגרש למגורים,3.5,0,0,0, אין, אין
שושנת העמקים,4500000,180,דופלקס,6,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
חצור הגלילית,550000,90,דירה,5,0,0,0, ברחוב, בסלון
ירושלים,2470000,130,קוטג,5.5,1,0,0, פרטית - מקורה, אין
רמת גן,2580000,90,דירה,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
בת ים,1550000,95,דירה,3.5,0,0,1, אין, אין
רחובות,2500000,0,דירת גג,5,1,0,1, פרטית - לא מקורה, מיני מרכזי
תל אביב יפו,3500000,70,דירה,3,0,0,0, אין, בסלון
כפר אברהם,1350000,78,דירה,3,1,0,1, חניה משותפת, בסלון
לפידות,5000000,140,נחלה,6,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
13,3500000,0,קוטג,7,1,1,0, פרטית - מקורה, בחדרים ובסלון
חולון,1900000,110,דירה,4,1,1,1, פרטית - מקורה, בחדרים ובסלון
באר שבע,1,135,דירה,5,1,1,1, פרטית - לא מקורה, מיני מרכזי
חולון,1150000,74,דירה,3,0,0,0, אין, אין
טבריה,1,78,דירה,3.5,0,0,0, ברחוב, אין
ירושלים,2500000,75,דירה,5,0,1,0, אין, בחדרים
לוד,110000,87,דירה,3.5,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,1240000,115,דירה,4,0,1,1, פרטית - לא מקורה, בסלון
חריש,1300000,96,דירת גן,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
אשדוד,1755000,152,דירת גן,4,1,0,1, חניה משותפת, מיני מרכזי
לוד,128000,97,דירה,4,1,1,1, חניה משותפת, בסלון
אדמית,1600000,170,בית פרטי,6.5,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
ירושלים,1470000,75,דירה,3,0,0,0, ברחוב, בחדרים ובסלון
אבני חפץ,390000,70,דירה,3,0,0,0, אין, בחדרים ובסלון
אבני חפץ,450000,80,דירה,3,0,0,0, ברחוב, בחדרים ובסלון
אבני חפץ,980000,300,דירת גן,5,0,0,0, ברחוב, בחדרים ובסלון
רמת השרון,20000000,1140,קוטג,5,0,0,0, פרטית - לא מקורה, אין
חדרה,1550000,120,דירה,4,0,0,0, אין, בסלון
בת ים,1799000,110,דירה,4,0,0,1, חניה משותפת, בחדרים ובסלון
מבשרת ציון,2680000,135,דירת גן,4.5,1,1,0, פרטית - מקורה, מיזוג מרכזי
בת ים,1550000,84,דירה,3,0,0,0, ברחוב, בחדרים ובסלון
קרית אתא,800000,80,דירה,4,1,0,0, רחבה ציבורית, בחדרים ובסלון
ירושלים,2850000,73,דירה,3,0,1,1, פרטית - מקורה, מיני מרכזי
רמת גן,5400000,210,וילה,6.5,1,0,0, פרטית - מקורה, מיזוג מרכזי
משמר הירדן,2780000,500,וילה,8,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
באר יעקב,2400000,120,דירה,5,1,1,1, פרטית - לא מקורה, מיני מרכזי
ירושלים,1450000,78,דירה,3,0,0,0, אין, בחדרים
כרמיה,0,116,בית פרטי,5,0,1,0, פרטית - לא מקורה, מיני מרכזי
קרית ים,409000,30,דירה,1.5,0,1,0, אין, בחדרים
נתניה,1750000,110,דופלקס,4.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
בת ים,1090000,60,דירה,2.5,0,0,0, אין, בחדרים ובסלון
בת ים,2000000,112,דירה,4.5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
טבריה,750000,85,דירה,3,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
טבריה,1530000,130,דירת גן,5,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,2960000,112,דירה,4,0,1,1, פרטית - מקורה, מיזוג מרכזי
קיסריה,3300000,168,דירת גן,3,0,0,1, ברחוב, בחדרים ובסלון
פתח תקווה,1650000,90,דירה,3,0,1,0, אין, בסלון
חדרה,2395000,250,קוטג,6,1,1,0, פרטית - מקורה, בחדרים ובסלון
מודיעין מכבים רעות,0,183,פנטהאוז,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3900,0,דירה,2,0,0,0, אין, בחדרים ובסלון
חדרה,1190000,90,דירת גן,3.5,1,0,0, ברחוב, בחדרים ובסלון
ראשון לציון,2000,0,דירה,1,0,1,1, אין, אין
המושבה מגדל,1057000,70,דירה,3,0,0,0, רחבה ציבורית, אין
תל אביב יפו,0,68,דירה,2.5,1,1,1, חניה משותפת, בחדרים ובסלון
תל אביב יפו,2800000,33,דירה,2,0,0,0, אין, אין
אבן מנחם,280000,500,מגרש למגורים,1,0,0,0, אין, אין
אשדוד,1200000,89,דירה,4,0,0,0, אין, אין
בת ים,2450000,89,דירה,3,0,0,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,2100000,220,קוטג,6.5,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
אלעד,2100000,202,דירת גן,5,0,0,1, ברחוב, בחדרים ובסלון
אשדוד,1290000,84,דירה,3,0,1,0, חניה משותפת, מיזוג מרכזי
נשר,1200000,100,דירה,4,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
נשר,800000,92,דירה,4,0,1,0, ברחוב, בחדרים ובסלון
אלעד,1630000,116,דירה,4.5,1,1,1, פרטית - מקורה, מיני מרכזי
קדימה צורן,2190000,117,דירה,5,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
אור יהודה,2200000,115,דירה,4,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
באר גנים,3250000,215,וילה,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
כפר יונה,177000,130,דירה,5,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
אריאל,1400000,100,דירת גן,4,0,1,1, רחבה ציבורית, בחדרים ובסלון
חולון,3380000,146,פנטהאוז,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
חולון,1720000,100,דירה,4,1,1,0, אין, בחדרים ובסלון
תל אביב יפו,2980000,0,דירה,3,0,0,1, אין, אין
יוקנעם,1600000,100,דירת גן,4,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
תל אביב יפו,4,105,דירה,4,0,0,1, פרטית - מקורה, מיני מרכזי
פתח תקווה,230000,0,דירה,5,1,0,1, פרטית - מקורה, מיזוג מרכזי
בית שמש,900000,85,דירה,4,0,0,0, אין, אין
תל אביב יפו,4900000,117,דירה,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
מודיעין מכבים רעות,2200000,114,דירה,4,1,1,1, פרטית - לא מקורה, מיני מרכזי
אילת,0,129,דירת גן,4,1,1,1, פרטית - מקורה, בחדרים ובסלון
באר שבע,1,160,קוטג,6,1,0,0, אין, בחדרים ובסלון
חולון,1450000,85,דירה,3,1,1,0, חניה משותפת, בחדרים ובסלון
אשדוד,2050000,167,דירה,5,1,1,1, פרטית - מקורה, מיזוג מרכזי
